49289272800000000	 RBurntQ2utjfVPUSp1NgcfkmokyPzZQRi4
340308513621057	 RD7SZpgtfrLXB32bRcckYaVmre2ByL73Pi
253715984399999	 RRwRh1hejPYwcywaHnnJXi2CdZv6yCY8Wb
247941156800478	 RPRN6iRfchVciLbrTHFZ6EZ67TAiWE2wbf
236564193242653	 RDRKrwZ9GRNHqU2jkefhzFHwPbHgADZA1f
200008851103231	 RWrQYym8tm43LpQjPdvondxUwbd6M55X3G
187604875010000	 RDM156cn6xFQN3mMoV1MfXQuU2KSoGXnCb
156446988942022	 RHQprUHaySSJgLCzSVYQNVoFL2dmU7hANJ
154278672254742	 RL2uXQLUSoCJQ7dMgJA9pWNgKiN6iMCn6J
132665206977655	 RFQNjTfcvSAmf8D83og1NrdHj1wH2fc5X4
128222035753435	 RLQoAcs1RaqW1xfN2NJwoZWW5twexPhuGB
127910883002520	 RQiTPCmRwUby2fcL3VHBA2sgSJeNf8NpsJ
118929152687685	 RGjPJJuyu2rSX5LD3EThsrp4Rha1Tjcm6x
117777865619650	 RARcozaVAMZaXJaL6KWMSw297xTYzbDwa3
117214711560996	 RPtkubyHxDR8pmnAombSnBBzABt3B2ssYh
116246223821032	 RSUMqZFwz7yPzTmyzEtH9VzH7LBoD7twSB
113584332305648	 RPyD36pL25mRh4uNR2AaEHfoUjVHYDUbVe
112919342062938	 RX3kkKS9yNb5pTVW8wYhwhvjLu95KHHKWL
112268595055039	 RV8Khq8SbYQALx9eMQ8meseWpFiZS8seL1
111107755868099	 RFUN8XezmmZt47pzVmoz7aN5LtFNV9pyuj
110971414638800	 RB2peEqBLXrPSvfTKwyV5qFQx9h2nLh1aw
110924260580679	 RPEpLa9Ht8FwDQQucrZ6xYZaujKP3FojLL
108455196999895	 RGPido1EWcPWngDfkAcn4M4HXYt8avR4vs
105416299390000	 RGhG4A5sY7vpLQs9JfAv9sP1FAEtp7QpqQ
101511659702961	 RKUV7wkP4yTR1suVYLicf4ZaooQzz8u5iR
101414440255749	 RC6TuDXckmHqS85gF1JbLi9pPRD3oEWmiT
100649106390688	 RRrqjqDPZ9XC6xJMeKgf7GNHjiU88hJQ16
99810001399636	 RAp1nC9pRUaEXv2AZkvviEropyoeELiJ4P
98447262280869	 RV2evPRxFGk2ev7eRxUvWuzjYPWwQ2kpMC
98059562163249	 RC3EU3a6mUoU1XBmBb4ngzZqXsEpi4QQhW
96155973661254	 RGvmv1u2wCJuwyyDRu6ozdKz3qiF8v41Qv
94204024572616	 RJTot1iCBmq2pBRVjd2f3vBrpq6WUnuKP1
93679242900565	 RAnvcMmra8sUqjQoUZ4kGGPypdaHhfvnkY
92118438865339	 RXrQPqU4SwARri1m2n7232TDECvjzXCJh4
91598222403520	 RMJSSYwHmMHW9BsKTx5sPckDDvPRTAJQHL
91167143120350	 REEGE6drFqGLpxiA1mhfcb5R9MndnaD1cy
86047832990094	 RHwisJY3gxBT8jUzfJzjHrcwKar6tyqDWH
85865481442773	 RWLe6SPYRGthPfZrUBPT29fFRNmaiqybaU
80000000000000	 RNUT2at4RdRr2XMbcQpjWG9x291GtypxFT
78396510894193	 RCu5EdDcnrM4LtuBPNZG8iyu2MF2mWscHu
76900028072030	 RDsZf7wcMvST9RoKpY8EU7RJ8i3rMRt5Uo
72262071165149	 RGgHtNEAwr9czWQeypyDkmVK58ie7BpAUC
67848201208410	 RS9erX84xJG17efdZ66qHxhsUMG15fnCsH
59999999980000	 RP452JJ391Lf1M6Qv1Bej2X4tBEi7Ew84t
59829463845000	 RTA3ZCQNxpkUMsGBGevDYrNo1U922oQHNb
58910999950000	 R9LrjviAxfGfuFWndnCyv3Rh9UJjS7AAEi
55401547977222	 RRDmaG64XZjdERzojAQ3DwHewBZbXfqpcJ
52542038767417	 RX4tdCnbb68MTJtSN63aaTcA79HHo3t2GA
51989224386600	 R9UGZ15dNzRSX4fyzcR9fPXxucbDMNUuew
50815283000000	 RRc1J5xKz7H8A4ngtj923JvAM9BpZbwxbX
50000000000000	 RT2DZRhGLQFVqo8WQ4e15byXwJY3tQLayM
49699999990000	 RKycRogTp9pWJuEwyYpmxGvkbygq9yxLm5
48332545223492	 RSQUoSfM7R7SnatK6Udsb5t39movCpUKQE
46600949255491	 RBqGUfQA8BjuGTXRxYVdfquMdYaw9CTBv4
45970177605000	 RAg1tPXMpFYPgKuAu3T3MEc2BVKkf7WU7U
44180996349273	 RXCDc8ywoGRVMJtR4DbHoYAsrYLUdxuter
43360634681439	 RFaYXUJUE7CziS73EE6gvaqFduVo9KWjXT
42817185680159	 RSPk4oi4dfq39LtrHucgaQLNfqcRc2vEvk
41960415311798	 RXwobdzva6uauuLsHBr98X5oJBQjMJKYRJ
40731949923289	 RQraGEYih94XREUZyvLGmxw1J7dwaNsd8D
40310248958028	 RDk4vh53gQgTvh9SutrcrgoSQ1dAbn2m8p
39978315172066	 RWamD8NZRdGB458p5V19skE1p2Bm2vrAGh
39706099920000	 RDxbpM1xC5bLgoHXTxiK4Y21ehcRjUkUby
36921681271568	 RDxBnpWdrnJFRsMkqhqApZyc9naqVch6xj
36837424120335	 RY1n8qYX7hUVPiupbiX5zAbN4CtGpyKN5F
35823964698301	 REMYL4s4zSiKeLEit5FawHFuGKZ4apm297
35618100000000	 RNKGjKrZjnHWGFzQCnsURS3zCwkZpGX6P4
35600000000000	 RHbocLCj1a6cxeenGdM5yDadCb3efdqkUy
35015693660386	 RKY52xNZ9wMjjjqEdxpzgozTqoKSS2oRXP
33451813966975	 RNJmgYaFF5DbnrNUX6pMYz9rcnDKC2tuAc
32551363370313	 RBttFBhXrWMncFzK9tvfEWtNTP5CNjdpDp
32158030635673	 RT2JyVts5tb1prC7KYykmznrqw7VXJo1HB
32083814484584	 RSdVypRznJsboL6MaP1shkaLhrVFcNx2KL
31605809739600	 RJZcnvtoZ9waY56kZou9jvHQVjXRv6aWGN
31433105172039	 RFjddDTCuobaHatQtd7kTiSjYv94Mp9Cu4
30375670000000	 R9otHUeVTGwAf7VVyKPWC4PcyTQuSGVxcj
30290769511289	 RTUWzT1Uv6em2r173HNimQcJiVKJUH8cRZ
30137348110463	 RMTuLrmiACqGCSibax2CAS78DJeiWaLtNC
30137212070455	 RXVNn88F3N5q9dY95Wa1jpEjpzxp2YGvXg
30136905700000	 RSm7m5znmekSL1E7kejVz8w8MtZ8ZhoSLp
30059264115249	 RVxeKF5pvJG9bbAMXm4TgsgMjTp92rzGLf
30000000010000	 RTahTLHsHMAA3zZ3ygjiPaqjJNXZ7KsvCJ
30000000000000	 RA746NKdaG9iwxxLJ3RkPbv4jgWNXQRy8E
28709131842365	 RP9T6df7LexBUfaBh8gLdmwy3WHNz3tuay
28195871813391	 RG52fygAqKrhepNCeVn1CwYZeS785XshMV
27094436053735	 RWzVzwSy7hNLMh5FVkEgm2cgUcHiYg2gqb
26574232263684	 REH7pqM4E32D2KbHMDfnFzLbCPDKJYbFpe
26130154553336	 RTF4GvjePY4YUy3M8iwkGZfEor2p5zFkbo
25508800025171	 RH1vUjh6JBX7dpPR3C89U8hzErp1uoa2by
25187742621191	 RBkQsYY2YmdK8ZCzGJLMwXpfcEgRcLduPM
25114649290067	 RTVxW8tKoTGoQEaFnnH1ByoDzSUXq6BZwh
24909109103262	 RVCDLqudfRZHcBYX9soKVfkNZQJgfcEBLa
23748479576525	 RKjRhiPHQJEf65CwXTjBHLQ5r2fKfpeyBC
23560855026623	 RAn9tNYj2fSZ9jp7miqxvCa9m6p9sEZmvD
23245845474915	 RTy19MTqxX8xRrUdHmrizD7fxL6YcgsvVs
22424100000000	 RVDXj4T2bb5cakAV9UTQ8HG6gTWXhVNiMv
22161207909937	 RNogz2KadNcxb2xWBtcexUa1fTqzmyd6Ap
21927126449067	 RSWFExktEWVKA43yxc4qKScin3eVJTb2W6
21831710914233	 RThtXup6Zo7LZAi8kRWgjAyi1s4u6U9Cpf
20946247896775	 RAyd4tQkZdGnSh9Kp1wMP277mUeG5QU7C1
20837494575150	 RFd2vrA1n6qtb9KoM2Mk5gGWgktAvvRJCd
20753672780350	 RXXZ6AbQ8CazerJRG2LdjDipxGqh7fU7zE
20744858394120	 RQio4FHvdPJr5xP8LR2cDzoiUcZWHEWxDh
20732100010000	 RKbQFczW7rzz16F2Gk9uwV17wVFc5KWhGp
20672814915769	 RCK3waPamLZhuthDchBXWrdsDvR7LJZJXM
20000045323428	 R9isnAJ2iyyFq8BMZZJu8PiFLpnXPhXcZ7
20000000000000	 RE3SVaDgdjkRPYA6TRobbthsfCmxQedVgF
20000000000000	 RYCbJmG64zyMCkWKhwLnSvMw8weZxvo2nk
20000000000000	 RK8JtBV78HdvEPvtV5ckeMPSTojZPzHUTe
19999800000000	 RDEnHNLMioDbzsAzgeKFS8oqi74qpvLeUK
19457980200100	 RNyqYMovxc2raM8kCdvvvSJ8egqwuLPnLA
19456984703315	 RUQmMQbcLj3FQN9n3WNf5MxXmR38agUJLs
19398250392880	 RDKzraDQVSA9FvZTqRF2JGVWyVj8NxPCWf
19302043781000	 RWoyEnbzLT4fSCAhpi7KCGJeA8Servq3jo
19198703808039	 RMmThmCNvcso2HvXoYpf9aH8BnSqzQBC6q
18970100000000	 RNEyVJQbvwECRMk1oiEnumR81dumt5TbmS
18693438667630	 RAfWDHcfyfUK5inmsywdqKwyZyBoAYhvYu
18687114322255	 REXpd92Z1iWYRm2bWVZ7iTJLgjTYCrd9oH
18417304844096	 RC3SHzkg6VSL4w5Kjzi1CxHqbQhcA8jKH4
17909982696205	 RBb5MWsRDk5LBbbLiETQgkp2EXdaBALKt2
17850252888985	 RWBB214Be4aJuDvLqWU656r2PXNtiE6Hsf
17850252888985	 RGaL4t7PsKqukftovYZUoHXfSUh1bSSfnB
17087300533744	 RSixxEuXMe8DacnajhgqDdrcFjeGD54drE
16819200000000	 RG8gvYxMy7VdBLDtvTDjwJnF8gCr5g246E
16495667280192	 RGDscrxo4txwMjg3DFxD9WQmsoqv54L5A3
16356232671486	 RSs2rBgjQcZjdPLuUhEFEDNVqoUutKAqMz
16334111282270	 RGKXNKrf7R8dEeLRkhZUF62uoxbxF6F5EV
16314201346530	 RAqKFoueNtEwkaN7F1uyUmHv76pisjdb4d
16298580050379	 RMHbyMhPA5ghghkTuJw8RKC1tdvNeMuTHy
16192784203758	 RKwH42V7Xh6n2VRzWZVPeY9CpqjDQ3g5Jo
16103116815197	 RY52bm4e2jtnfwETn9F99eLvTacLEo2cgU
16043051389431	 R9gAcSgApxKJEJhYtZC6JerBhBPUsCNz9R
15905440598940	 RNhjZ68v5R2UXTwfzHjKBajvYsE62iEhGp
15839563747698	 RCqGFP7UC2adfbcmepSwmp3oVnSEZjM2xq
15763862804550	 RDepVjb5CLkzjDkmiPjmCMqqVKM17sY97L
15637198604042	 RKGsAuXunyQ37K5QMmtoaDheRG1HK5g8Hb
15397989690000	 RXmNZeViZzTfpznSacsY8aos9crzkY6SkB
15158092578929	 RDecker69MM5dhDBosUXPNTzfoGqxPQqHu
14960233268999	 RWLGzmtsLS7Efmt9CRHcZeFgAfgGeCNsSn
14786200000000	 RMzVeestVWsTRV3a9BEy3FT4UQwXHR1wkT
14776158810505	 RRjUYBhgzao11ZtH7EDiQTxNrqRPq84zVs
14756248874765	 RN6BRPSSENUx38MJYbEpC8wEqUXnYcnjqj
14660870751071	 RJp5JeYSuJMsacL4nyLfJ81TAqvJPSWBNh
14022567742690	 RShwzpSA9QZs59ZsJwRdbgF4sqP25uYfzv
13903870769903	 RNx6HMeKRQ6kESDyqSQ3FH3YYyVyWzD3nR
13830528240684	 RRxMXUReCYoMNeWQ4nyCQcDTm4ZQymfKQP
13772216143382	 RKmZ2U9SYweYcUCuVugKmyfiawpPzXX8JB
13648599800000	 RJCmPUH332HLmZbEkY7pZ2n2k41Wj4PvRi
13611728705411	 RNcUaMUEFLxVwtTo7rgruhwYanGk1jTkeU
13503591944224	 RXw2f7S78RRWiEUXTPT7RAmsjUQiPgWmr6
13461929888507	 RPDcuVYS6KfVjw12MHWzTSiR3uXnJKERt1
13194610768775	 RRHGrWVqo45NogxfE1zubrcGBm7szMoJcz
13131599930000	 R9RxptWcxLfSFyEJizLPbKCxGAiT3GAPue
12895892559312	 RU49btc37WeEiQotQZMhEaGokFYeJYc616
12694166314217	 RRCvM3vVV6FPwayTevCCvkpXY2V8RxjEct
12485520703450	 RJLJBZ2Z8X135e2hgZ7FEKSVvsjFRgXCu1
12447691825540	 RHWUH8mLByxbqYLxwumJj9Zk4J6G9ETdVc
12403989017567	 RR8pGUTeR9wW9bPfiyPWUQ3iDwz9MmriKi
12331638799600	 R9UyCQd4mPXt5TS6DqvizUrxyTRSZ6L8Tv
12092690465516	 RGNnNDN39Yxn5UVR7ukzap1Fybcqv5BEuW
11678894567880	 RG3Y4Mp1pp4ytpSVvaXNVsBYfgS3i635i9
11667350650000	 RGZa1D4rgBa17jGtm6ZKgu6BNW3yMt4BEY
11649289979534	 RN8pX1af3RcqVmy6DaAJbbycRjQnKUYph1
11048034223618	 RVeT5sNhadiTKRKD2Dhw1xDfEwkeNjyi4b
10952455651350	 RHtqGvD3dJwstrCatV5ruYzm1bHKMPftrC
10845288775597	 RTfaPuVrwm9pvYHWskyyxJtRbhk9GnMRXP
10651467743125	 RBopZSXfCKrvi6kELKu9Cn3TYDapxpVr8d
10533708060821	 RXfZk2Th2eXYhXe2yYpRYVqvTVAZAPss1E
10346038653061	 RQtCnmYct6oc5ui7ve5MguByaZmasrPqta
10297526820797	 RPHsc6UVXxqwkgR2UshPL8kGwqWbirtsxV
